Volume Mass Radius Surface Stroke Energy Bs Bt Detection ForSpeed  ForCost
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
5.6296e-09 6.0800e-06 1.1036e-03 3.8260e-06 1.7380e-02 2.2374e+01 3.5155e-14 1.2359e-28 1.1546e-04 5.2060e-01 1.2995e-05
